nomInstall;numInstall;nomCommune;codeINSEE;cp;nomLieuD;numVoie;nomVoie;location;longitude;latitude;accessH;nbPlacesP
Terrain de Football;530250003;Bazougers;53025;53170;;;Route de Parne;[ 48.015659 , -0.581954];-0.581954;48.015659;Oui;20
Ecole Publique;530250005;Bazougers;53025;53170;;;Rue des écoles;[ 48.015659 , -0.581954];-0.581954;48.015659;Oui;0
Terrain de Football;530260001;Beaulieu-sur-Oudon;53026;53320;;;Lotissement de la Vigne;[ 48.00375 , -0.994336];-0.994336;48.00375;Oui;8
Salle des Fêtes;530260002;Beaulieu-sur-Oudon;53026;53320;;;Route de Meral;[ 48.00375 , -0.994336];-0.994336;48.00375;Oui;20
Terrain Multisports;530280001;Belgeard;53028;53440;;;Le Bourg;[ 48.253116 , -0.549357];-0.549357;48.253116;Oui;0
Salle Polyvalente;530280002;Belgeard;53028;53440;;;Rue du Muguet;[ 48.253116 , -0.549357];-0.549357;48.253116;Oui;0
Terrain de Football;530280003;Belgeard;53028;53440;;;Le Bourg;[ 48.253116 , -0.549357];-0.549357;48.253116;Oui;0
Salle Multisports;530290001;Bierne;53029;53290;;;Rue des Bretignolles;[ 47.809623 , -0.543869];-0.543869;47.809623;Oui;18
Aire de Jeux;530290002;Bierne;53029;53290;;;Rue des Bretignolles;[ 47.809623 , -0.543869];-0.543869;47.809623;Oui;7
Salle des Fêtes;530290003;Bierne;53029;53290;;;Place du Foyer Rural;[ 47.809623 , -0.543869];-0.543869;47.809623;Oui;22
Terrain de Football;530290004;Bierne;53029;53290;;;Rue du Moulin Bossard;[ 47.809623 , -0.543869];-0.543869;47.809623;Oui;0
Terrain de Petanque;530300001;Bignon-du-Maine;53030;53170;;;Rue de la Forge;[ 47.950152 , -0.61048];-0.61048;47.950152;Oui;0
Parcours Sportif Sante;530300002;Bignon-du-Maine;53030;53170;;;Mairie;[ 47.950152 , -0.61048];-0.61048;47.950152;Oui;0
Terrain de Football;530300003;Bignon-du-Maine;53030;53170;;;Mairie;[ 47.950152 , -0.61048];-0.61048;47.950152;Oui;0
Terrain de Football;530310001;Bigottière;53031;53240;;;Rue du Stade;[ 48.217923 , -0.799206];-0.799206;48.217923;Oui;40
Salle des Fêtes;530310002;Bigottière;53031;53240;;;Rue de la Mairie;[ 48.217923 , -0.799206];-0.799206;48.217923;Oui;80
Terrain de Petanque;530310003;Bigottière;53031;53240;Le Bourg;;;[ 48.217923 , -0.799206];-0.799206;48.217923;Oui;80
Plan d'Eau de la Butte;530320001;Blandouet;53032;53270;Plan d'Eau de la Butte;;;[ 48.050487 , -0.3289];-0.3289;48.050487;Oui;0
Aire Multi-Activites;530320002;Blandouet;53032;53270;;;Place de la Mairie;[ 48.050487 , -0.3289];-0.3289;48.050487;Oui;
Circuit de Randonnee;530320003;Blandouet;53032;53270;;;Place de l'église;[ 48.050487 , -0.3289];-0.3289;48.050487;Oui;0
Complexe Sportif;530340001;Bonchamp-lès-Laval;53034;53960;;;Rue des Sports;[ 48.073799 , -0.701995];-0.701995;48.073799;Oui;92
Venice Club;530340002;Bonchamp-lès-Laval;53034;53960;Zi Sud;;Boulevard des Grands Bouessays;[ 48.073799 , -0.701995];-0.701995;48.073799;Oui;0
Salle Chemin du Prefet;530340003;Bonchamp-lès-Laval;53034;53960;;;Chemin du Prefet;[ 48.073799 , -0.701995];-0.701995;48.073799;Non;0
Ecole Primaire Publique;530340004;Bonchamp-lès-Laval;53034;53960;;;Rue de l'école;[ 48.073799 , -0.701995];-0.701995;48.073799;Oui;0
Boules Bretonnes;530340005;Bonchamp-lès-Laval;53034;53960;;;Rue du Bois Hedin;[ 48.073799 , -0.701995];-0.701995;48.073799;Oui;0
Site Sportif de Viloiseau;530340006;Bonchamp-lès-Laval;53034;53960;;;Rue du Moulin de Barbe;[ 48.073799 , -0.701995];-0.701995;48.073799;Oui;60
Circuit de Randonnee;530340007;Bonchamp-lès-Laval;53034;53960;;;Place de l'église;[ 48.073799 , -0.701995];-0.701995;48.073799;Oui;0
Plateau Multisports;530350001;Bouchamps-lès-Craon;53035;53800;;;Rue des Flandres Dunkerque;[ 47.813862 , -0.993069];-0.993069;47.813862;Oui;0
Terrain de Football;530350002;Bouchamps-lès-Craon;53035;53800;;;Route de Niafles;[ 47.813862 , -0.993069];-0.993069;47.813862;Oui;20
Terrain de Petanque;530350003;Bouchamps-lès-Craon;53035;53800;;;Maison de l'Association;[ 47.813862 , -0.993069];-0.993069;47.813862;Oui;0
Plan d'Eau;530360001;Bouère;53036;53290;;;Rue des Sencies;[ 47.862514 , -0.478549];-0.478549;47.862514;Oui;50
Circuit de Randonnee;530360002;Bouère;53036;53290;;;Place de l'église;[ 47.862514 , -0.478549];-0.478549;47.862514;Oui;0
Salle Polyvalente;530360003;Bouère;53036;53290;;;Rue Guy de Maupassant;[ 47.862514 , -0.478549];-0.478549;47.862514;Oui;75
Salle des Sports;530360004;Bouère;53036;53290;;;Rue Guy de Maupassant;[ 47.862514 , -0.478549];-0.478549;47.862514;Oui;40
Plan d'Eau le Buret;530360005;Bouère;53036;53290;;;Route de le Buret;[ 47.862514 , -0.478549];-0.478549;47.862514;Oui;0
Boule de Fort;530360006;Bouère;53036;53290;;;Impasse Aragon;[ 47.862514 , -0.478549];-0.478549;47.862514;Oui;0
Terrain de Petanque;530360007;Bouère;53036;53290;;;Allee des Chênes;[ 47.862514 , -0.478549];-0.478549;47.862514;Non;0
Plateau Multisports;530370001;Bouessay;53037;53290;;;Route de Grez-En-Bouère;[ 47.87533 , -0.393628];-0.393628;47.87533;Oui;20
Terrain de Petanque;530370002;Bouessay;53037;53290;;;Lotissement de la Poupain;[ 47.87533 , -0.393628];-0.393628;47.87533;Oui;0
Circuit de Randonnee;530370005;Bouessay;53037;53290;;;Place de l'église;[ 47.87533 , -0.393628];-0.393628;47.87533;Oui;0
Terrain de Petanque Salle Communale;530370006;Bouessay;53037;53290;;;Impasse Saint Laurent;[ 47.87533 , -0.393628];-0.393628;47.87533;Non;0
Plaine de Jeux;530380001;Boulay-les-Ifs;53038;53370;;;Le Bourg;[ 48.420014 , -0.132869];-0.132869;48.420014;Oui;50
Terrain de Football;530390001;Bourgneuf-la-Forêt;53039;53410;;;Le Boulevard des Maronniers;[ 48.16372 , -0.970845];-0.970845;48.16372;Oui;0
Parc de Loisirs;530390002;Bourgneuf-la-Forêt;53039;53410;;;Route de Vitre;[ 48.16372 , -0.970845];-0.970845;48.16372;Oui;20
Salle Polyvalente;530390003;Bourgneuf-la-Forêt;53039;53410;;;Route de Vitre;[ 48.16372 , -0.970845];-0.970845;48.16372;Oui;40
Circuit de Randonnee;530390004;Bourgneuf-la-Forêt;53039;53410;;;Place de l'église;[ 48.16372 , -0.970845];-0.970845;48.16372;Oui;0
Terrain de Trial;530400001;Bourgon;53040;53410;La Petite Louverie;;;[ 48.166385 , -1.066533];-1.066533;48.166385;Non;0
Plateau Sportif;530400003;Bourgon;53040;53410;Le Bourg;;;[ 48.166385 , -1.066533];-1.066533;48.166385;Oui;20
Terrain de Football;530400004;Bourgon;53040;53410;;;Rue des Sports;[ 48.166385 , -1.066533];-1.066533;48.166385;Oui;25
Parcours Sportifs/Sante;530400005;Bourgon;53040;53410;Plan d'Eau;;;[ 48.166385 , -1.066533];-1.066533;48.166385;Oui;80
Circuit de Randonnee;530400006;Bourgon;53040;53410;;;Place de l'église;[ 48.166385 , -1.066533];-1.066533;48.166385;Oui;0
Terrain de Petanque;530420001;Brece;53042;53120;;;Rue des Tilleuls;[ 48.39724 , -0.789689];-0.789689;48.39724;Oui;0
Terrain de Sports;530420002;Brece;53042;53120;;;Rue des Sports;[ 48.39724 , -0.789689];-0.789689;48.39724;Oui;0
Terrain de Petanque (Aire de Repos);530420003;Brece;53042;53120;Aire de Repos Auguste-Mercier;;;[ 48.39724 , -0.789689];-0.789689;48.39724;Oui;0
Circuit de Randonnee;530420004;Brece;53042;53120;;;Place de l'église;[ 48.39724 , -0.789689];-0.789689;48.39724;Oui;0
Terrain de Petanque 2;530420006;Brece;53042;53120;;;Rue du Domaine;[ 48.39724 , -0.789689];-0.789689;48.39724;Oui;20
Circuit Automobile de Cross;530430001;Bree;53043;53150;;;Les Veloches;[ 48.150372 , -0.519513];-0.519513;48.150372;Oui;0
Terrain de Football;530430002;Bree;53043;53150;;;Route de Deux-Evailles;[ 48.150372 , -0.519513];-0.519513;48.150372;Oui;15
Terrain de Tennis;530430003;Bree;53043;53150;;;Route de Montsurs;[ 48.150372 , -0.519513];-0.519513;48.150372;Oui;3
Stade Communal;530430004;Bree;53043;53150;;;Route de Neau;[ 48.150372 , -0.519513];-0.519513;48.150372;Oui;35
Circuit de Randonnee;530430005;Bree;53043;53150;;;Place de l'église;[ 48.150372 , -0.519513];-0.519513;48.150372;Non;0
Centre équestre;530430006;Bree;53043;53150;La Brière;;;[ 48.150372 , -0.519513];-0.519513;48.150372;Oui;10
Terrain de Football;530450001;BrÃ»latte;53045;53410;La Fontaine aux Fees;;;[ 48.085 , -0.953808];-0.953808;48.085;Oui;0
Court de Tennis;530450002;BrÃ»latte;53045;53410;;;Route de Port Brillet;[ 48.085 , -0.953808];-0.953808;48.085;Oui;0
Terrain de Petanque;530450003;BrÃ»latte;53045;53410;;;Rue des Rosiers;[ 48.085 , -0.953808];-0.953808;48.085;Oui;0
Salle des Fêtes;530450004;BrÃ»latte;53045;53410;;;Le Bourg;[ 48.085 , -0.953808];-0.953808;48.085;Oui;15
Court de Tennis;530460001;Buret;53046;53170;;;Rue des Lavandières;[ 47.921919 , -0.515186];-0.515186;47.921919;Oui;0
Terrain de Petanque;530460002;Buret;53046;53170;;;Rue d'Anjou;[ 47.921919 , -0.515186];-0.515186;47.921919;Oui;0
Terrain de Petanque;530470001;Carelles;53047;53120;;;Rue de la Forge;[ 48.38243 , -0.904971];-0.904971;48.38243;Oui;0
Circuit de Randonnee;530470002;Carelles;53047;53120;;;Place de l'église;[ 48.38243 , -0.904971];-0.904971;48.38243;Oui;0
Terrain de Petanque;530480001;Chailland;53048;53420;;41;Rue Saint-Hilaire;[ 48.223114 , -0.873583];-0.873583;48.223114;Oui;100
Terrain des Sports;530480002;Chailland;53048;53420;;;Rue de Saint-Hilaire;[ 48.223114 , -0.873583];-0.873583;48.223114;Oui;50
Terrain de Petanque (Quai d'Houdeot);530480003;Chailland;53048;53420;;;Quai de Houdeot;[ 48.223114 , -0.873583];-0.873583;48.223114;Oui;60
Circuit de Randonnee;530480004;Chailland;53048;53420;;;Place de l'église;[ 48.223114 , -0.873583];-0.873583;48.223114;Oui;50
Château-Beaumont;530480005;Chailland;53048;53420;Les Courges;;;[ 48.223114 , -0.873583];-0.873583;48.223114;Oui;30
Terrain de Football;530490001;Châlons-du-Maine;53049;53470;;;Rue du Stade;[ 48.162576 , -0.643912];-0.643912;48.162576;Oui;0
Terrain de Petanque;530490002;Châlons-du-Maine;53049;53470;;;Place de l'église;[ 48.162576 , -0.643912];-0.643912;48.162576;Oui;0
Terrain de Petanque de la Salle des Fêtes;530490003;Châlons-du-Maine;53049;53470;;;Rue Jules Renard;[ 48.162576 , -0.643912];-0.643912;48.162576;Non;0
Terrain de Petanque Lotissement le Clos de Longray;530490004;Châlons-du-Maine;53049;53470;;;Lotissement le Clos de Longray Ii;[ 48.162576 , -0.643912];-0.643912;48.162576;Non;0
Terrain de Sports;530500001;Chammes;53050;53270;;;Rue de l'Erve;[ 48.07634 , -0.378543];-0.378543;48.07634;Oui;40
Terrain des Sports;530510001;Champeon;53051;53640;Le Bourg;;;[ 48.366347 , -0.517796];-0.517796;48.366347;Oui;0
Circuit de Randonnee - la Sentine aux 4 Ruisseaux;530510002;Champeon;53051;53640;;;Place de l'église;[ 48.366347 , -0.517796];-0.517796;48.366347;Oui;0
Salle de Tennis de Table;530510003;Champeon;53051;53640;;;Place Saint Medard;[ 48.366347 , -0.517796];-0.517796;48.366347;Oui;0
Ecuries d'Eole;530510004;Champeon;53051;53640;;;La Haute Crochardiere;[ 48.366347 , -0.517796];-0.517796;48.366347;Non;0
Terrain de Petanque du Bourg;530520001;Champfremont;53052;53370;;;Le Bourg;[ 48.426273 , -0.091269];-0.091269;48.426273;Oui;0
Plaine de Jeux;530520002;Champfremont;53052;53370;;;Sainte-Anne;[ 48.426273 , -0.091269];-0.091269;48.426273;Oui;0
Terrain des Sports;530530001;Champgeneteux;53053;53160;;;Route de Trans;[ 48.290835 , -0.362691];-0.362691;48.290835;Oui;0
Parc des Sports;530540001;Change;53054;53810;;;La Grande Lande;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;200
Stade Dalibard;530540003;Change;53054;53810;;;Rue Esculape;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;300
Complexe Sportif des Sablons;530540004;Change;53054;53810;;;Rue Esculape;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;150
Ecole Primaire Publique;530540005;Change;53054;53810;;;Boulevard Saint-Roch;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;20
Laval Golf Club;530540006;Change;53054;53810;La Chabossière;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;0
Site d'Escalade;530540007;Change;53054;53810;La Châtaigneraie;;Route de Laval;[ 48.099325 , -0.792136];-0.792136;48.099325;Non;0
Terrain de Football;530540008;Change;53054;53810;La Petite Lande;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;50
Centre équestre les Ebaudières;530540009;Change;53054;53810;Les Ebaudières;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;0
Plan d'Eau;530540010;Change;53054;53810;;;Rue du Bac;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;120
Karting;530540011;Change;53054;53810;L'Oree des Chèvres;;Route d' Ernee;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;0
Terrain de Bicross;530540012;Change;53054;53810;;;Rue Constantin Matei;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;80
Ecluse de Belle Poule;530540013;Change;53054;53810;Belle Poule;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Non;0
Parking Acces le Port;530540014;Change;53054;53810;;;Rue du Bac;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;30
Pont de Pritz;530540015;Change;53054;53810;;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Non;10
Place des Combattants;530540016;Change;53054;53810;;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;40
Square Decathlon;530540019;Change;53054;53000;;;Rue Commandant Cousteau;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;150
PÃ´le Multisports;530540035;Change;53054;53810;La Grande Lande;;;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;100
Lotissement du Golf;530540036;Change;53054;53810;;;Rue de l'Amiral Beaufort;[ 48.099325 , -0.792136];-0.792136;48.099325;Oui;0
Salle des Loisirs;530550001;Chantrigne;53055;53300;;;Rue des Vallees;[ 48.414609 , -0.56773];-0.56773;48.414609;Oui;0
Terrain des Sports;530550002;Chantrigne;53055;53300;;;Rue du Château;[ 48.414609 , -0.56773];-0.56773;48.414609;Oui;0
Salle de Motricite Groupe Scolaire Maurice Carême;530550003;Chantrigne;53055;53300;;40;Rue des Vallees;[ 48.414609 , -0.56773];-0.56773;48.414609;Oui;0
Complexe Sportif;530560002;Chapelle-Anthenaise;53056;53950;;;Rue des Sports;[ 48.122115 , -0.677906];-0.677906;48.122115;Oui;20
Salle des Embellies;530560003;Chapelle-Anthenaise;53056;53950;;;Chemin des Heaulmes;[ 48.122115 , -0.677906];-0.677906;48.122115;Oui;5
Stade Municipal;530570001;Chapelle-au-Riboul;53057;53440;;;Rue du Stade;[ 48.317962 , -0.434228];-0.434228;48.317962;Oui;0
Centre Equestre de la Chapelle-Au-Riboul;530570002;Chapelle-au-Riboul;53057;53440;La Gare;;Centre équestre;[ 48.317962 , -0.434228];-0.434228;48.317962;Oui;40
Circuit de Randonnee;530570003;Chapelle-au-Riboul;53057;53440;;;Circuit du Gue Marie;[ 48.317962 , -0.434228];-0.434228;48.317962;Oui;0
Terrain de Petanque;530570004;Chapelle-au-Riboul;53057;53440;;;Residence de la Source;[ 48.317962 , -0.434228];-0.434228;48.317962;Oui;0
Terrain de Sports;530580001;Chapelle-Craonnaise;53058;53230;;;Le Bourg;[ 47.898825 , -0.916778];-0.916778;47.898825;Oui;30
Terrain Espace Loisirs;530580002;Chapelle-Craonnaise;53058;53230;;;Rue de la Mairie;[ 47.898825 , -0.916778];-0.916778;47.898825;Non;0
Salle Polyvalente;530590001;Chapelle-Rainsouin;53059;53150;;;Route de MontsÃ»rs;[ 48.098155 , -0.520708];-0.520708;48.098155;Oui;40
Terrain de Tennis;530610001;Charchigne;53061;53250;;6;Rue de la Bruyère;[ 48.416594 , -0.409724];-0.409724;48.416594;Oui;0
Stade Municipal;530610002;Charchigne;53061;53250;;;Route de Lassay;[ 48.416594 , -0.409724];-0.409724;48.416594;Oui;0
Salle de Loisirs;530610003;Charchigne;53061;53250;;;Rue des Pas;[ 48.416594 , -0.409724];-0.409724;48.416594;Oui;25
Complexe Sportif Route de Laval;530620001;Château-Gontier;53062;53200;;;Avenue Aristide Briant;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;15
Terrain de Football de Bazouges;530620002;Château-Gontier;53062;53200;;;Rue d'Aquitaine;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;30
Stade de la Balastière;530620003;Château-Gontier;53062;53200;;;Rue Jean-Mermoz;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;15
Complexe du Pressoiras;530620004;Château-Gontier;53062;53200;;;Rue des Nations Unies;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Salle du Lycee Victor Hugo;530620005;Château-Gontier;53062;53200;;;Rue du General le Monnier;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;40
Parc de l'Oisillière;530620006;Château-Gontier;53062;53200;;;Avenue Rene Pereault;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;100
Stand de Tir;530620007;Château-Gontier;53062;53200;;;Rue du Lieutenant Morillon;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;70
Local Petanque;530620008;Château-Gontier;53062;53200;;;Rue de la Vriraie;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Halle du Haut-Anjou;530620009;Château-Gontier;53062;53200;Parc Saint-Fiacre;;;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Stade de Ski Nautique;530620010;Château-Gontier;53062;53200;;;Route de Mirwault;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;30
Stade d'Aviron;530620011;Château-Gontier;53062;53200;;;Impasse Mirwault;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;30
Stade de Canoë-Kayak;530620012;Château-Gontier;53062;53200;;;Quai Pierre de Coubertin;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;5
Piscine de Château-Gontier;530620013;Château-Gontier;53062;53200;;;Quai Pierre de Coubertin;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;100
L'Acropole;530620014;Château-Gontier;53062;53200;;5;Rue Alexandre Fournier;[ 47.82806 , -0.703914];-0.703914;47.82806;Non;0
Circuit Guy Blanchet;530620015;Château-Gontier;53062;53200;La Cour du Châtelet;;;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;150
Circuit de Randonnee;530620016;Château-Gontier;53062;53200;;;Place Saint-Jean;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Circuit de Randonnee de Bazouge;530620017;Château-Gontier;53062;53200;;;Place de l'église;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Ecole Primaire Jacques-Prevert;530620018;Château-Gontier;53062;53200;;;Rue Olivier de Rouge;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Ecole Primaire Jean de la Fontaine;530620019;Château-Gontier;53062;53200;;;Boulevard d'Andigne;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Ecole Primaire Jean-Guehenno;530620020;Château-Gontier;53062;53200;;;Rue Rubra;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Ecole Primaire Pierre-Martinet;530620021;Château-Gontier;53062;53200;;17;Rue Pierre-Martinet;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Collège Jean-Rostand;530620022;Château-Gontier;53062;53200;;;Rue des Nations-Unis;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Complexe Scolaire St Michel;530620023;Château-Gontier;53062;53200;;10;Rue de Trehut;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;0
Salle Multisports;530620024;Château-Gontier;53062;53200;;85;Rue du Lieutenant Henri Morillon;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;70
Hippodrome la Maroutiere;530620025;Château-Gontier;53062;53200;La Maroutière St Fort;;N 162;[ 47.82806 , -0.703914];-0.703914;47.82806;Non;1000
Hippodrome du Chateau;530620026;Château-Gontier;53062;53200;Molieres;;D 588;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;100
Vieux Pont;530620027;Château-Gontier;53062;53200;;;;[ 47.82806 , -0.703914];-0.703914;47.82806;Non;10
Ecluse de Mirwault;530620028;Château-Gontier;53062;53200;Mirwault;;;[ 47.82806 , -0.703914];-0.703914;47.82806;Oui;20
Terrain de Football;530630001;Châtelain;53063;53200;;;Route de Gennes;[ 47.808326 , -0.5959];-0.5959;47.808326;Oui;20
Terrain de Petanque;530630002;Châtelain;53063;53200;;;Rue Principale;[ 47.808326 , -0.5959];-0.5959;47.808326;Oui;20
Circuit de Randonnee;530630003;Châtelain;53063;53200;;;Rue Principale;[ 47.808326 , -0.5959];-0.5959;47.808326;Oui;0
Terrain Multisports;530630004;Châtelain;53063;53200;;;Rue des Sports;[ 47.808326 , -0.5959];-0.5959;47.808326;Oui;20
Parcours de Sante;530630005;Châtelain;53063;53200;;;Etang de Vaubertron;[ 47.808326 , -0.5959];-0.5959;47.808326;Oui;20
Salle Polyvalente;530630007;Châtelain;53063;53200;;;Route de Bierne;[ 47.808326 , -0.5959];-0.5959;47.808326;Non;20
Complexe Sportif;530640001;Châtillon-sur-Colmont;53064;53100;;;Rue de Vauboire;[ 48.338185 , -0.742976];-0.742976;48.338185;Oui;0
Circuit Forget;530640003;Châtillon-sur-Colmont;53064;53100;Le Pissot;;;[ 48.338185 , -0.742976];-0.742976;48.338185;Oui;0
Parc des Sports;530640004;Châtillon-sur-Colmont;53064;53100;;;Route de Oisseau;[ 48.338185 , -0.742976];-0.742976;48.338185;Oui;0
Terrain de Football;530650001;Châtres-la-Forêt;53065;53600;Le Pierras;;;[ 48.132662 , -0.432527];-0.432527;48.132662;Oui;50
Centre de Loisirs;530650002;Châtres-la-Forêt;53065;53600;;;Route d'Evron;[ 48.132662 , -0.432527];-0.432527;48.132662;Oui;20
Salle Polyvalente;530650003;Châtres-la-Forêt;53065;53600;;;Square de la Mairie;[ 48.132662 , -0.432527];-0.432527;48.132662;Oui;200
Mairie;530650004;Châtres-la-Forêt;53065;53600;;;Place de la Mairie;[ 48.132662 , -0.432527];-0.432527;48.132662;Oui;50
Salle de Tennis de Table;530660002;Chemaze;53066;53200;;;Rue des Primevères;[ 47.786583 , -0.774985];-0.774985;47.786583;Oui;10
Stade Municipal;530660003;Chemaze;53066;53200;;;Rue du Stade;[ 47.786583 , -0.774985];-0.774985;47.786583;Oui;60
Terrain de Petanque;530660004;Chemaze;53066;53200;;;Rue des Charmes;[ 47.786583 , -0.774985];-0.774985;47.786583;Oui;0
Circuit de Randonnee;530660005;Chemaze;53066;53200;;;Place de l'église;[ 47.786583 , -0.774985];-0.774985;47.786583;Oui;11
Petanque Salle des Fêtes;530660006;Chemaze;53066;53200;;;Rue des Camelias;[ 47.786583 , -0.774985];-0.774985;47.786583;Non;0
Aire de Loisirs;530670002;Chemere-le-Roi;53067;53340;;;Route de Saulges;[ 47.977677 , -0.441811];-0.441811;47.977677;Oui;55
Terrain de Football;530670003;Chemere-le-Roi;53067;53340;;;Route de Saulges;[ 47.977677 , -0.441811];-0.441811;47.977677;Oui;55
Court de Tennis;530680001;Cherance;53068;53400;Le Bourg;;;[ 47.794781 , -0.935762];-0.935762;47.794781;Oui;0
Terrain de Petanque;530690001;Chevaigne-du-Maine;53069;53250;;17;Rue des Cèdres;[ 48.436892 , -0.387808];-0.387808;48.436892;Oui;0
Terrain de Football;530710001;Colombiers-du-Plessis;53071;53120;Mairie;;;[ 48.391378 , -0.840676];-0.840676;48.391378;Oui;0
Terrain des Sports;530710002;Colombiers-du-Plessis;53071;53120;Le Bourg;;Place de l'église;[ 48.391378 , -0.840676];-0.840676;48.391378;Oui;0
Terrain de Petanque;530710003;Colombiers-du-Plessis;53071;53120;Z.A;;;[ 48.391378 , -0.840676];-0.840676;48.391378;Oui;0
Circuit de Randonnee;530710004;Colombiers-du-Plessis;53071;53120;;;Place de l'église;[ 48.391378 , -0.840676];-0.840676;48.391378;Oui;0
Salle Polyvalente;530720001;Commer;53072;53470;;;Rue de Bretagne;[ 48.240562 , -0.620056];-0.620056;48.240562;Oui;0
Terrain des Sports;530720002;Commer;53072;53470;;;Rue du Stade;[ 48.240562 , -0.620056];-0.620056;48.240562;Oui;0
Ecluse de Grenoux;530720003;Commer;53072;53470;;;;[ 48.240562 , -0.620056];-0.620056;48.240562;Non;10
Ecluse de la Roche;530720004;Commer;53072;53470;;;;[ 48.240562 , -0.620056];-0.620056;48.240562;Non;0
Terrain des Sports;530730001;Congrier;53073;53800;;;Rue des Sports;[ 47.809315 , -1.118396];-1.118396;47.809315;Oui;15
Salle Multisports;530730002;Congrier;53073;53800;Za du Cheran;;;[ 47.809315 , -1.118396];-1.118396;47.809315;Oui;88
Terrain de Petanque (étang);530730003;Congrier;53073;53800;Etang des Guillotière;;;[ 47.809315 , -1.118396];-1.118396;47.809315;Oui;6
Terrain de Petanque (Z de Loisirs);530730004;Congrier;53073;53800;Zone de Loisirs;;;[ 47.809315 , -1.118396];-1.118396;47.809315;Oui;6
Terrain de Petanque (Ancienne Mairie);530730005;Congrier;53073;53800;;2;Rue de Bretagne;[ 47.809315 , -1.118396];-1.118396;47.809315;Oui;16
Salle des Fêtes;530740001;Contest;53074;53100;;;Rue des Sports;[ 48.26214 , -0.656308];-0.656308;48.26214;Oui;0
Stade Municipal;530740002;Contest;53074;53100;;;Rue des Sports;[ 48.26214 , -0.656308];-0.656308;48.26214;Oui;0
Circuit de Randonnee;530740004;Contest;53074;53100;;;Place de l'église;[ 48.26214 , -0.656308];-0.656308;48.26214;Oui;0
Maison des Associations;530740005;Contest;53074;53100;;;67 Rue Principale;[ 48.26214 , -0.656308];-0.656308;48.26214;Oui;0
Aire de Loisirs;530750001;Cosmes;53075;53230;;;Route de la Chapelle Craonnaise;[ 47.919593 , -0.881905];-0.881905;47.919593;Oui;10
Salle Polyvalente;530750002;Cosmes;53075;53230;;;Rue de la Fontaine;[ 47.919593 , -0.881905];-0.881905;47.919593;Oui;13
Terrain de Football;530750003;Cosmes;53075;53230;;;Route d'Astille;[ 47.919593 , -0.881905];-0.881905;47.919593;Oui;30
Plan d'Eau;530760001;Cosse-en-Champagne;53076;53340;;;Route de Chemere;[ 47.962166 , -0.335155];-0.335155;47.962166;Oui;20
Terrain de Petanque;530760002;Cosse-en-Champagne;53076;53340;;;Rue des Fours Ã€ Chaux;[ 47.962166 , -0.335155];-0.335155;47.962166;Oui;0
Circuit de Randonnee;530760003;Cosse-en-Champagne;53076;53340;;;Place de l'église;[ 47.962166 , -0.335155];-0.335155;47.962166;Oui;0
Salle des Fêtes;530760004;Cosse-en-Champagne;53076;53340;;;Chemin de la Ragottière;[ 47.962166 , -0.335155];-0.335155;47.962166;Oui;0
