nomInstall;numInstall;nomCommune;codeINSEE;cp;nomLieuD;numVoie;nomVoie;location;longitude;latitude;accessH;nbPlacesP
Base de Loisirs de Pont Caffino;440370001;Château-Thebaud;44037;44690;;;Site de Pont Caffino;[ 47.124604 , -1.419937];-1.419937;47.124604;Non;0
Salle de la Tour;440370002;Château-Thebaud;44037;44690;;;Place de l'église;[ 47.124604 , -1.419937];-1.419937;47.124604;Non;0
Complexe Sportif;440370004;Château-Thebaud;44037;44690;;;Rue des Sports;[ 47.124604 , -1.419937];-1.419937;47.124604;Oui;40
Stade Municipal;440370005;Château-Thebaud;44037;44690;;;Rue de la Haie;[ 47.124604 , -1.419937];-1.419937;47.124604;Oui;41
Espace du Bois Joli;440370007;Château-Thebaud;44037;44690;;;Rue du Bois Joli;[ 47.124604 , -1.419937];-1.419937;47.124604;Oui;140
Salle du Bois de la Haie;440370008;Château-Thebaud;44037;44690;;;Rue des écoles;[ 47.124604 , -1.419937];-1.419937;47.124604;Oui;23
Terrain de Boules;440370009;Château-Thebaud;44037;44690;;;Place de l'église;[ 47.124604 , -1.419937];-1.419937;47.124604;Non;0
Ecole Marcel Canonnet;440370010;Château-Thebaud;44037;44690;;10;Rue du Prieure;[ 47.124604 , -1.419937];-1.419937;47.124604;Oui;7
Circuits de Randonnee;440370011;Château-Thebaud;44037;44690;;;;[ 47.124604 , -1.419937];-1.419937;47.124604;Non;0
Complexe Sportif du Pinier;440380001;Chauve;44038;44320;;;Rue du Stade;[ 47.150638 , -1.986897];-1.986897;47.150638;Oui;50
Zone de Loisirs;440380002;Chauve;44038;44320;;;Le Bourg;[ 47.150638 , -1.986897];-1.986897;47.150638;Oui;0
Circuits de Randonnees;440380003;Chauve;44038;44320;La Pauvredie;;;[ 47.150638 , -1.986897];-1.986897;47.150638;Non;0
Espace Equestre du Pays de Retz;440380004;Chauve;44038;44320;Ferme des Gautrais;;Rd 6;[ 47.150638 , -1.986897];-1.986897;47.150638;Non;0
Salle Municipale;440380006;Chauve;44038;44320;;;Place du Champ de Foire;[ 47.150638 , -1.986897];-1.986897;47.150638;Oui;0
Aire de Loisirs;440390001;Cheix-en-Retz;44039;44640;;;Rue des Quarterons;[ 47.181243 , -1.816274];-1.816274;47.181243;Non;20
Circuits de Randonnees;440390002;Cheix-en-Retz;44039;44640;;;Place Saint-Martin;[ 47.181243 , -1.816274];-1.816274;47.181243;Non;0
La Pierre Tremblante;440390003;Cheix-en-Retz;44039;44640;;;Chemin des Rives;[ 47.181243 , -1.816274];-1.816274;47.181243;Non;0
Terrain de Ball-Trap;440390004;Cheix-en-Retz;44039;44640;La Pierre Tremblante;;;[ 47.181243 , -1.816274];-1.816274;47.181243;Non;0
Ecole Publique;440390005;Cheix-en-Retz;44039;44640;;1;Rue des Quarterons;[ 47.181243 , -1.816274];-1.816274;47.181243;Oui;0
Bungalow Pres de l'Ecole;440390006;Cheix-en-Retz;44039;44640;;;Rue des Quarterons;[ 47.181243 , -1.816274];-1.816274;47.181243;Non;0
Complexe Sportif de la Pacauderie;440400001;Chemere;44040;44680;;;La Pacauderie;[ 47.121751 , -1.915931];-1.915931;47.121751;Oui;190
Parc de Loisirs;440400002;Chemere;44040;44680;Le Bourg;;;[ 47.121751 , -1.915931];-1.915931;47.121751;Oui;50
Circuits de Randonnee;440400003;Chemere;44040;44680;;;Parc de Loisirs;[ 47.121751 , -1.915931];-1.915931;47.121751;Oui;50
Centre Apalos - Chateau de Noirbreuil;440400004;Chemere;44040;44680;Noirbreuil;;;[ 47.121751 , -1.915931];-1.915931;47.121751;Oui;30
Terrain de Ball-Trap;440400006;Chemere;44040;44680;Le Brandais;;;[ 47.121751 , -1.915931];-1.915931;47.121751;Non;0
Salle Municipale;440400007;Chemere;44040;44680;;1;Impasse des Caillebottes;[ 47.121751 , -1.915931];-1.915931;47.121751;Oui;0
Salle de Billard la Carambole;440400008;Chemere;44040;44680;;;Rue de Pornic;[ 47.121751 , -1.915931];-1.915931;47.121751;Oui;14
Stade Municipal;440410001;Chevrolière;44041;44118;;;La Grande Noë;[ 47.090226 , -1.612705];-1.612705;47.090226;Non;200
Complexe Sportif Hugues Martin;440410002;Chevrolière;44041;44118;;;Rue du Stade;[ 47.090226 , -1.612705];-1.612705;47.090226;Non;50
Ferme Equestre de la Bourionnerie;440410003;Chevrolière;44041;44118;La Bourionnerie;5;;[ 47.090226 , -1.612705];-1.612705;47.090226;Oui;5
Circuits de Randonnee;440410004;Chevrolière;44041;44118;;;;[ 47.090226 , -1.612705];-1.612705;47.090226;Oui;0
Site de Passay;440410005;Chevrolière;44041;44118;Passay;;;[ 47.090226 , -1.612705];-1.612705;47.090226;Oui;0
Salle de Billard;440410007;Chevrolière;44041;44118;;;Rue du Verger;[ 47.090226 , -1.612705];-1.612705;47.090226;Non;60
Site du Ruisseau de la Chaussee;440410010;Chevrolière;44041;44118;;;Rue de la Chaussee;[ 47.090226 , -1.612705];-1.612705;47.090226;Oui;0
Terrains Multisports;440410011;Chevrolière;44041;44118;;;Rue du Docteur Grosse;[ 47.090226 , -1.612705];-1.612705;47.090226;Oui;5
Complexe du Val de Moine;440430001;Clisson;44043;44190;;;Rue Pierre de Coubertin;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;400
Gymnase Cacault;440430002;Clisson;44043;44190;;5 Ter;Esplanade de Klettgau;[ 47.086633 , -1.284105];-1.284105;47.086633;Non;12
Moulin de Plessard;440430003;Clisson;44043;44190;Moulin de Plessard;;;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;0
Aqua Plen' Form;440430004;Clisson;44043;44190;;4;Ruelle du Nid d'Oie;[ 47.086633 , -1.284105];-1.284105;47.086633;Non;0
Circuits de Randonnee;440430005;Clisson;44043;44190;;;;[ 47.086633 , -1.284105];-1.284105;47.086633;Non;0
Aquaval;440430006;Clisson;44043;44190;;;Esplanade de Klettgan;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;0
College Immaculee Conception;440430007;Clisson;44043;44190;;65;Rue du Docteur M. Boutin;[ 47.086633 , -1.284105];-1.284105;47.086633;Non;10
Stand de la Clissonnaise;440430009;Clisson;44043;44190;Parc du Chateau;27;Rue des Halles;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;0
Parc Henri Iv;440430011;Clisson;44043;44190;Parc Henri Iv;;;[ 47.086633 , -1.284105];-1.284105;47.086633;Non;8
Maison des Associations;440430012;Clisson;44043;44190;;25;Rue de la Madeleine;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;11
Site du Gervaux;440430013;Clisson;44043;44190;;;Rue de Gervaux;[ 47.086633 , -1.284105];-1.284105;47.086633;Non;0
Be Form;440430015;Clisson;44043;44190;Za Tabari Sud;;Rue des Filatures;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;30
Groupe Scolaire Jacques Prevert;440430016;Clisson;44043;44190;;;Esplanade de Klettgau;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;0
Ecole Sainte Famille;440430017;Clisson;44043;44190;;3;Place de la Trinite;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;0
Rives de la Moine;440430018;Clisson;44043;44190;;;Ruelle de la Moine;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;0
College de la Blairie;440430019;Clisson;44043;44190;La Blairie;;;[ 47.086633 , -1.284105];-1.284105;47.086633;Oui;50
Stade Pierre Orain;440440001;Conquereuil;44044;44290;;;Rue du Stade;[ 47.623985 , -1.752325];-1.752325;47.623985;Non;0
Plateau Sportif;440440002;Conquereuil;44044;44290;;;Rue du Clos Brohant;[ 47.623985 , -1.752325];-1.752325;47.623985;Non;0
Circuit de Motocross;440440003;Conquereuil;44044;44290;La Vallee du Moulin;;;[ 47.623985 , -1.752325];-1.752325;47.623985;Non;0
Aire des Potinieres (Les Bords du Don);440440005;Conquereuil;44044;44290;;;Allee des Chênes;[ 47.623985 , -1.752325];-1.752325;47.623985;Non;0
Site du Grand Pont Veix;440440008;Conquereuil;44044;44290;Le Grand Pont Veix;;;[ 47.623985 , -1.752325];-1.752325;47.623985;Non;0
Etang de Coisma;440440009;Conquereuil;44044;44290;;;D 129;[ 47.623985 , -1.752325];-1.752325;47.623985;Non;0
Le Clos du Don;440440010;Conquereuil;44044;44290;;;Rue du Stade;[ 47.623985 , -1.752325];-1.752325;47.623985;Oui;3
Ensemble Sportif;440450001;Cordemais;44045;44360;;;Rue des Sports;[ 47.289769 , -1.878994];-1.878994;47.289769;Oui;170
Complexe Sportif de la Portrais;440450002;Cordemais;44045;44360;La Portrais;;;[ 47.289769 , -1.878994];-1.878994;47.289769;Non;25
Hippodrome de la Loire;440450003;Cordemais;44045;44360;;;Route de la Loire;[ 47.289769 , -1.878994];-1.878994;47.289769;Oui;1000
Circuits de Randonnee;440450004;Cordemais;44045;44360;;;;[ 47.289769 , -1.878994];-1.878994;47.289769;Non;0
Plan d'Eau de la Cote;440450006;Cordemais;44045;44360;;;;[ 47.289769 , -1.878994];-1.878994;47.289769;Oui;30
Port de Cordemais;440450007;Cordemais;44045;44360;;;;[ 47.289769 , -1.878994];-1.878994;47.289769;Non;0
Aquamaris;440450008;Cordemais;44045;44360;;;Rue des Sports;[ 47.289769 , -1.878994];-1.878994;47.289769;Oui;0
College Paul Gaugin;440450010;Cordemais;44045;44360;La Portais;;D 49;[ 47.289769 , -1.878994];-1.878994;47.289769;Oui;30
Complexe Sportif;440460001;Corsept;44046;44560;;12;Rue de la Mairie;[ 47.276733 , -2.059319];-2.059319;47.276733;Oui;100
Stade Andre Foucher;440460002;Corsept;44046;44560;;;L'Esperance;[ 47.276733 , -2.059319];-2.059319;47.276733;Non;50
Circuits de Randonnees;440460003;Corsept;44046;44560;;;Place de l'église;[ 47.276733 , -2.059319];-2.059319;47.276733;Non;0
Complexe Sportif Leo Lagrange;440470001;Couëron;44047;44220;;;Rue de la Noë Allais;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;30
Complexe Sportif Jules Boullery;440470002;Couëron;44047;44220;;;Boulevard FranÃ§ois Blancho;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;30
Complexe Sportif Paul Langevin;440470003;Couëron;44047;44220;;;Boulevard Paul Langevin;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;40
Gymnase Pierre Moisan;440470004;Couëron;44047;44220;;;Rue de la Corbardière;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;40
Stade Suzanne et Donatien Hauray;440470005;Couëron;44047;44220;;;Rue de la Fremondière;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;10
Stade de la Fremondiere;440470006;Couëron;44047;44220;;;Rue de la Fremondière;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;30
Complexe Sportif Bourg d'Aval;440470007;Couëron;44047;44220;;;Rue Marcel de la Provote;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;150
College Sainte Philomene;440470009;Couëron;44047;44220;;31;Rue Jean Jaurès;[ 47.214225 , -1.72497];-1.72497;47.214225;Non;12
Circuits de Randonnee;440470010;Couëron;44047;44220;;;;[ 47.214225 , -1.72497];-1.72497;47.214225;Non;0
La Pirouette Equitation;440470011;Couëron;44047;44220;;;Route de St Etienne de Montluc;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;20
Country Club Nantais;440470012;Couëron;44047;44220;;;Rte de Saint Etienne de Montluc D 101;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;12
Piste de Bicross;440470015;Couëron;44047;44220;Pont de Retz;;Boulevard des Martyrs de la Resistance;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;0
Parc Joseph Bricaud;440470016;Couëron;44047;44220;La Chabossière;;Place des Citees;[ 47.214225 , -1.72497];-1.72497;47.214225;Non;0
Port de Coueron;440470017;Couëron;44047;44220;Le Port;;;[ 47.214225 , -1.72497];-1.72497;47.214225;Non;0
Piscine Municipale Baptiste-Lefevre;440470018;Couëron;44047;44220;;;Boulevard Paul Langevin;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;40
Foyer Amicale Laique de Coueron;440470019;Couëron;44047;44220;;;Quai Emile Paraf;[ 47.214225 , -1.72497];-1.72497;47.214225;Non;0
Centre de Loisirs de l'Erduriere - Swing Golf;440470020;Couëron;44047;44220;L'Erduriere;;Cr 38;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;40
Lac de Beaulieu;440470021;Couëron;44047;44220;Beaulieu;;Route de Beaulieu;[ 47.214225 , -1.72497];-1.72497;47.214225;Non;0
Club Gymnique de l'Ouest;440470022;Couëron;44047;44220;La Châtaigneraie d'Armor;;;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;20
Ecole Publique Anne Franck;440470024;Couëron;44047;44220;;;Rue de la Pierre;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;15
Groupe Scolaire la Metairie;440470025;Couëron;44047;44220;;;Rue de Trevellec;[ 47.214225 , -1.72497];-1.72497;47.214225;Oui;15
Terrain de la Roche;440480001;Couffe;44048;44521;;;La Roche;[ 47.390733 , -1.292817];-1.292817;47.390733;Non;0
Complexe Sportif;440480002;Couffe;44048;44521;;;Rue du Stade;[ 47.390733 , -1.292817];-1.292817;47.390733;Non;50
Plan d'Eau de l'Ilette;440480003;Couffe;44048;44521;;;;[ 47.390733 , -1.292817];-1.292817;47.390733;Oui;60
Circuits de Randonnees;440480004;Couffe;44048;44521;;;;[ 47.390733 , -1.292817];-1.292817;47.390733;Non;0
Ecrin Sauvage;440480005;Couffe;44048;44521;La Criboitière;;;[ 47.390733 , -1.292817];-1.292817;47.390733;Oui;8
Aire d'Envol de la Guillardiere;440480006;Couffe;44048;44521;La Guillardière;;;[ 47.390733 , -1.292817];-1.292817;47.390733;Non;0
Terrain de Petanque Pres de l'Ecole;440480009;Couffe;44048;44521;;;Rue des Vignes;[ 47.390733 , -1.292817];-1.292817;47.390733;Non;0
Terrain de Petanque du Presbytere;440480010;Couffe;44048;44521;;;Rue des Marronniers;[ 47.390733 , -1.292817];-1.292817;47.390733;Non;0
Complexe Sportif G.Gouraud;440490001;Croisic;44049;44490;;;Avenue des Moulins;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Stade Constant Germon;440490002;Croisic;44049;44490;;;Rue de Kervenel;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;0
Golf Club du Croisic;440490003;Croisic;44049;44490;;;Chemin du Port aux Rocs;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;23
Pelamer Equitation;440490006;Croisic;44049;44490;Pelamer;;Route de Pelamer;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;6
Plage de Port Lin;440490007;Croisic;44049;44490;;;Place du General de Gaulle;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Domaine de Port aux Rocs;440490009;Croisic;44049;44490;;44;Avenue Port Val;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;20
Circuits de Randonnee;440490012;Croisic;44049;44490;;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Port du Croisic;440490013;Croisic;44049;44490;;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;0
Parc du Mont Esprit;440490014;Croisic;44049;44490;;;Mont Esprit;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;0
Salle Michel Perraud;440490015;Croisic;44049;44490;;35;Rue du Pont du Chat;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;0
Boulodrome;440490016;Croisic;44049;44490;;;Mont Lenigo;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;0
Tir a l'Arc Turballo;440490017;Croisic;44049;44490;;;Chemin de Turballo;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;20
Plage de Saint Goustan;440490018;Croisic;44049;44490;Plage St Goustan;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Oui;0
Rocher de l'Ours;440490019;Croisic;44049;44490;Rocher de l' Ours;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Site de Plongee Epave Laos;440490020;Croisic;44049;44490;;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Parcours Sportif de Pierre Longue;440490021;Croisic;44049;44490;Pierre Longue;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Port Charly;440490022;Croisic;44049;44490;Port Charly;;;[ 47.29288 , -2.510964];-2.510964;47.29288;Non;0
Stade Pierre Olivaud;440500001;Crossac;44050;44160;;;Rue du Stade;[ 47.41127 , -2.168632];-2.168632;47.41127;Oui;30
Salle des Sports;440500003;Crossac;44050;44160;;;Impasse des Petits Matelots;[ 47.41127 , -2.168632];-2.168632;47.41127;Oui;100
Parc de la Gagnerie;440500006;Crossac;44050;44160;;;Impasse des Petits Matelots;[ 47.41127 , -2.168632];-2.168632;47.41127;Oui;0
L'Ile Olivaud;440500007;Crossac;44050;44160;;;Route de St Joachim;[ 47.41127 , -2.168632];-2.168632;47.41127;Non;20
Circuits Vtt;440500009;Crossac;44050;44160;;;;[ 47.41127 , -2.168632];-2.168632;47.41127;Non;0
Circuit de Randonnee;440500010;Crossac;44050;44160;;;;[ 47.41127 , -2.168632];-2.168632;47.41127;Non;0
Complexe Sportif;440510001;Derval;44051;44590;;;Route de Rennes;[ 47.667324 , -1.671671];-1.671671;47.667324;Non;50
Lycee Agricole;440510002;Derval;44051;44590;;29;Rue de Rennes;[ 47.667324 , -1.671671];-1.671671;47.667324;Oui;100
Salles Omnisports;440510003;Derval;44051;44590;;;La Croix Marchand;[ 47.667324 , -1.671671];-1.671671;47.667324;Non;30
College Saint Joseph;440510004;Derval;44051;44590;;;Route de Rennes;[ 47.667324 , -1.671671];-1.671671;47.667324;Non;0
Circuits de Randonnees;440510005;Derval;44051;44590;;;;[ 47.667324 , -1.671671];-1.671671;47.667324;Non;0
Salles Omnisports Municipales;440520001;Donges;44052;44480;;15;Rue Leo Lagrange;[ 47.322932 , -2.076374];-2.076374;47.322932;Oui;40
Parcours de Sante;440520002;Donges;44052;44480;;;Rue Leo Lagrange;[ 47.322932 , -2.076374];-2.076374;47.322932;Non;0
Stade Jean Pauchard et Zone de Loisirs de Liberge;440520003;Donges;44052;44480;;2;Rue du Stade;[ 47.322932 , -2.076374];-2.076374;47.322932;Oui;100
Espace Neptune - Piscine;440520004;Donges;44052;44480;;;Rue de la Sencie;[ 47.322932 , -2.076374];-2.076374;47.322932;Oui;10
Complexe du Bois Houta;440520005;Donges;44052;44480;;9;Rue d'Artois;[ 47.322932 , -2.076374];-2.076374;47.322932;Non;0
Salle du Petit Marais;440520006;Donges;44052;44480;;;Rue Leo Lagrange;[ 47.322932 , -2.076374];-2.076374;47.322932;Oui;37
Ecole Aime Cesaire;440520007;Donges;44052;44480;;1;Rue de la Souchais;[ 47.322932 , -2.076374];-2.076374;47.322932;Oui;0
Circuits de Randonnee;440520008;Donges;44052;44480;;;;[ 47.322932 , -2.076374];-2.076374;47.322932;Non;0
Complexe Sportif du Rc Dongeois;440520009;Donges;44052;44480;;;Rue Jules Verne;[ 47.322932 , -2.076374];-2.076374;47.322932;Non;0
Complexe Sportif;440530001;Dreffeac;44053;44530;;;Rue du Stade;[ 47.475919 , -2.057167];-2.057167;47.475919;Oui;40
Motocross Drefeac Evasion - Circuit des Brandes;440530002;Dreffeac;44053;44530;Les Brandes;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Oui;1000
Circuits de Randonnees;440530003;Dreffeac;44053;44530;;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Non;0
Etang des Landes de Bilais;440530004;Dreffeac;44053;44530;Les Landes de Bilais;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Non;15
Terrain de Petanque de Coiffy;440530005;Dreffeac;44053;44530;Coiffy;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Non;2
Terrain de Petanque du Clos Martin;440530006;Dreffeac;44053;44530;Le Clos Martin;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Non;0
Terrain de Petanque du Complexe Culturel;440530007;Dreffeac;44053;44530;;;Rue du Stade;[ 47.475919 , -2.057167];-2.057167;47.475919;Oui;0
Terrain de Ball Trap;440530008;Dreffeac;44053;44530;Les Landes de Bilais;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Non;0
Embarcadere de Branducas;440530009;Dreffeac;44053;44530;Branducas;;;[ 47.475919 , -2.057167];-2.057167;47.475919;Oui;3
Complexe Sportif;440540002;Erbray;44054;44110;;;Rue du Rocher;[ 47.65554 , -1.318926];-1.318926;47.65554;Oui;80
Hippodrome d'Erbray;440540003;Erbray;44054;44110;Les Bigaudières;;;[ 47.65554 , -1.318926];-1.318926;47.65554;Oui;0
Centre Equestre de la Cantrais;440540004;Erbray;44054;44110;La Cantrais;;;[ 47.65554 , -1.318926];-1.318926;47.65554;Oui;10
Circuit de Randonnees;440540005;Erbray;44054;44110;;;;[ 47.65554 , -1.318926];-1.318926;47.65554;Non;0
Etang de la Mouette;440540006;Erbray;44054;44110;;;Vc 12;[ 47.65554 , -1.318926];-1.318926;47.65554;Non;20
Etang Federal de la Touche;440540007;Erbray;44054;44110;La Touche;;D 163;[ 47.65554 , -1.318926];-1.318926;47.65554;Non;0
Complexe Scolaire et Periscolaire;440540008;Erbray;44054;44110;;;Rue du Rocher;[ 47.65554 , -1.318926];-1.318926;47.65554;Oui;30
Salle Polyvalente des Forges;440540009;Erbray;44054;44110;;5;Rue des Forges;[ 47.65554 , -1.318926];-1.318926;47.65554;Oui;0
Salle Beriot;440540010;Erbray;44054;44110;;6;Place de la Mairie;[ 47.65554 , -1.318926];-1.318926;47.65554;Oui;0
Halle des Sports du Guezy;440550003;Baule-Escoublac;44055;44500;;;Avenue des Colombes;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Complexe Sportif Alain Burban ( Escoublac );440550004;Baule-Escoublac;44055;44500;;7;Avenue du Bois Robin;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;160
Le Garden;440550006;Baule-Escoublac;44055;44500;;2;Avenue Gabrielle;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Piscine Aquabaule;440550007;Baule-Escoublac;44055;44500;;;Avenue Honore de Balzac;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;25
Stade Moreau-Desfarges;440550009;Baule-Escoublac;44055;44500;;;Boulevard Guy de Champsavin;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;30
Complexe Sportif des Salines;440550010;Baule-Escoublac;44055;44500;;;Boulevard Maurice Chevrel;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;231
Place du Moulin;440550013;Baule-Escoublac;44055;44500;;;Place du Moulin;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Cite du Rocher;440550014;Baule-Escoublac;44055;44500;;;Avenue des Helianthes;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Aire de Proximite des Salines;440550015;Baule-Escoublac;44055;44500;;;Avenue des Floralies;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;231
Foret d'Escoublac Bois d'Amour;440550016;Baule-Escoublac;44055;44500;;;Boulevard de Cacqueray;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Ecole Georges Tanchoux;440550017;Baule-Escoublac;44055;44500;;257;Avenue de Lattre de Tassigny;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Ecole Paul Minot;440550018;Baule-Escoublac;44055;44500;;;3 Avenue Paul Minot;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Plateau Scolaire du Guezy;440550019;Baule-Escoublac;44055;44500;;;Avenue Joliot Curie;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Le Sporting;440550020;Baule-Escoublac;44055;44500;;;Avenue de l'étoile;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;25
Maison de Quartier du Guezy;440550021;Baule-Escoublac;44055;44500;;;Avenue du Parc Lassale;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;60
Stade Hippique Francois Andre;440550022;Baule-Escoublac;44055;44500;;;Avenue des Rosières;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;30
Centre Equestre la Baule;440550023;Baule-Escoublac;44055;44500;;5;Avenue des Rosières;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;10
Les Grands Parcs;440550025;Baule-Escoublac;44055;44500;;28;Chemin des Grands Parcs;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;30
Manege des Platanes;440550026;Baule-Escoublac;44055;44500;;23;Avenue Antoine Louis;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;15
Hotel Royal Thalasso Barriere;440550027;Baule-Escoublac;44055;44500;;6;Avenue Pierre Loti;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Tennis Country Club Barriere;440550028;Baule-Escoublac;44055;44500;;113;Avenue de Lattre de Tassigny;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;105
Centre de Vacances des Ecureuils;440550030;Baule-Escoublac;44055;44500;Les Ecureuils;30;Boulevard de la Foret;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Circuits de Randonnees;440550032;Baule-Escoublac;44055;44500;;;;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Cote Forme;440550034;Baule-Escoublac;44055;44500;;3;Place Lafayette;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;10
Aeroport d'Escoublac;440550041;Baule-Escoublac;44055;44500;;;Avenue Breton;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;50
Port de la Baule-Le Pouliguen;440550044;Baule-Escoublac;44055;44500;;1;Quai Rageot de la Touche ( Villa Mortureux 1Er étage );[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Lycee College Grand Air;440550045;Baule-Escoublac;44055;44500;;12;Avenue de Tremeac;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;50
Plage de la Baule;440550047;Baule-Escoublac;44055;44500;;;Boulevard de l'Ocean;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;
Baie de la Baule;440550048;Baule-Escoublac;44055;44500;;;;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Stand de Tir a la Cible;440550049;Baule-Escoublac;44055;44500;;1;Avenue du Bois Robin;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;15
Complexe de Loisirs Saint Exupery;440550051;Baule-Escoublac;44055;44500;;;Avenue des Floralies;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;231
Site de Plongee Epave Gai Littoral;440550052;Baule-Escoublac;44055;44500;;;;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;20
Chateau de la Baule;440550053;Baule-Escoublac;44055;44500;Lesnerac;;Route de Rezac;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;50
O Club;440550054;Baule-Escoublac;44055;44500;;42;Avenue Henri Bertho;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Square Jean Sohier;440550055;Baule-Escoublac;44055;44500;;;Place Jean Sohier;[ 47.285185 , -2.392391];-2.392391;47.285185;Non;0
Ecole Elementaire du Bois-Robin;440550056;Baule-Escoublac;44055;44500;;5;Avenue du Bois-Robin;[ 47.285185 , -2.392391];-2.392391;47.285185;Oui;0
Complexe Sportif;440560001;Fay-de-Bretagne;44056;44130;;1;Rue des Sports;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;100
Aire de Jeux;440560002;Fay-de-Bretagne;44056;44130;;;Rue de Malacquet;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;35
Circuit Auto de Loire Atlantique;440560003;Fay-de-Bretagne;44056;44130;;;Zi Pole Sud les Noxitoches;[ 47.414518 , -1.791987];-1.791987;47.414518;Oui;20
Poney-Club les Deux Sources;440560004;Fay-de-Bretagne;44056;44130;La Mordelais;;;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;10
